Right/Wrong,Conf Pred Right,Actual,Ranking Array
Right,78.18,['Beverly Hills High School'],"[('Beverly Hills High School', 43), ('Milken Community Schools', 5), ('Brentwood Science Magnet Elementary School', 1), ('El Rodeo School', 1), ('Beverly Hills High', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,54.41,"['Beverly Hills, California']",[]
Wrong,22.22,['Beverly Hills High School'],[]
Right,92.5,['Beverly Hills High School'],"[('Beverly Hills High School', 37), ('Milken Community Schools', 2), ('El Rodeo School', 1)]"
Right,45.61,"['Beverly Hills, California']",[]
Right,38.1,1997,"[('1997', 8), ('1996', 5), ('1995', 3), ('1998', 2), ('1994', 2), ('1990', 1)]"
Wrong,24.53,['Boston University'],[]
Right,73.91,['Beverly Hills High School'],"[('Beverly Hills High School', 34), ('Milken Community Schools', 5), ('El Rodeo School', 2), ('BHHS', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,52.73,"['Los Angeles, California', 'Beverly Hills, California']","[('Beverly Hills, California', 29), ('Los Angeles, California', 19), ('Manhattan, New York', 1), ('Austin, Texas', 1), ('Toronto, Ontario', 1), ('Santa Monica, California', 1), ('New York, New York', 1), ('Paris, France', 1), ('Mexico City, Mexico', 1)]"
Wrong,18.46,"['USC Marshall School of Business', 'Beverly Hills High School']",[]
Right,81.82,['Beverly Hills High School'],"[('Beverly Hills High School', 36), ('Milken Community Schools', 3), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,45.31,"['Beverly Hills, California']",[]
Wrong,36.0,1996,"[('1997', 9), ('1996', 5), ('1995', 4), ('1998', 2), ('1994', 2), ('1954', 1), ('1999', 1), ('1990', 1)]"
Wrong,6.45,"['https://society6.com/jessicaelkouby', 'https://www.etsy.com/shop/jessicaelkoubyart']",[]
Right,76.09,['Beverly Hills High School'],"[('Beverly Hills High School', 35), ('Milken Community Schools', 5), ('El Rodeo School', 2), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,46.27,"['Beverly Hills, California']",[]
Right,6.45,['Teen Line'],[]
Wrong,19.7,['University of Southern California'],[]
Right,74.47,['Beverly Hills High School'],"[('Beverly Hills High School', 35), ('Milken Community Schools', 5), ('El Rodeo School', 2), ('BHHS', 1), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Solebury School', 1), ('Milken Community School', 1)]"
Right,41.33,"['Beverly Hills, California']",[]
Right,93.18,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Horace Mann School', 1), ('Venice High School', 1), ('El Rodeo School', 1)]"
Right,46.58,"['Beverly Hills, California', 'Paris, France']",[]
Wrong,40.74,1997,"[('1996', 11), ('1997', 6), ('1995', 3), ('1994', 3), ('1991', 1), ('1954', 1), ('1998', 1), ('1990', 1)]"
Wrong,22.41,['University of Southern California'],[]
Right,76.6,['Beverly Hills High School'],"[('Beverly Hills High School', 36), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('BHHS', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,44.12,"['Beverly Hills, California', 'Los Angeles, California']",[]
Right,16.36,['UCLA'],[]
Right,84.78,['Beverly Hills High School'],"[('Beverly Hills High School', 39), ('Brentwood Science Magnet Elementary School', 1), ('Beverly Hills High', 1), ('Shrewsbury International School Bangkok, Thailand', 1), ('Campbell Hall School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1), ('Milken Community Schools', 1)]"
Wrong,50.79,"['Los Angeles, California', 'San Francisco, California']",[]
Right,45.45,1996,"[('1996', 10), ('1994', 3), ('1997', 3), ('1998', 2), ('1995', 2), ('1990', 2)]"
Right,89.13,['Beverly Hills High School'],"[('Beverly Hills High School', 41), ('Milken Community Schools', 2), ('BHHS', 1), ('Beverly Hills High', 1), ('Milken Community School', 1)]"
Wrong,50.7,"['Los Angeles, California']",[]
Right,40.0,1996,"[('1996', 8), ('1997', 5), ('1995', 3), ('1999', 1), ('1998', 1), ('1990', 1), ('1994', 1)]"
Wrong,33.33,['Santa Monica College'],"[('UCLA', 2), ('khashan', 1), ('Boston University', 1), ('University of Southern California', 1), ('Beverly Hills High School', 1)]"
Wrong,50.0,"['Los Angeles, California']","[('Beverly Hills, California', 4), ('Los Angeles, California', 3), ('Tel Aviv, Israel', 1)]"
Right,79.25,['Beverly Hills High School'],"[('Beverly Hills High School', 42), ('Milken Community Schools', 4), ('El Rodeo School', 2), ('BHHS', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,46.88,"['Los Angeles, California', 'Beverly Hills, California']",[]
Right,64.71,Jewish (religion),"[('Jewish (religion)', 11), ('Islam', 1), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1), ('Catholic (church)', 1), ('Other', 1)]"
Wrong,21.05,"['Beverly Hills High School', 'UCLA']",[]
Right,70.0,"['Beverly Hills High School', 'Horace Mann School']","[('Beverly Hills High School', 35), ('Milken Community Schools', 6), ('El Rodeo School', 2), ('BHHS', 1), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,38.36,"['Beverly Hills, California']",[]
Right,64.71,Jewish (religion),"[('Jewish (religion)', 11), ('Other', 2), ('Islam', 1), (""Bahá'í"", 1), ('have none', 1), ('Jewish', 1)]"
Wrong,26.92,1996,"[('1997', 7), ('1996', 6), ('1998', 4), ('1995', 3), ('1999', 2), ('1994', 2), ('1954', 1), ('1990', 1)]"
Wrong,28.07,"['LMU Loyola Law School', 'The University of Melbourne']",[]
Wrong,67.44,['Milken Community Schools'],"[('Beverly Hills High School', 29), ('Milken Community Schools', 9), ('Horace Mann School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,50.98,"['Beverly Hills, California']","[('Beverly Hills, California', 26), ('Los Angeles, California', 21), ('Huntington Beach, California', 1), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Santa Monica, California', 1)]"
Wrong,20.0,"['Make-up Designory, Burbank']","[('UCLA', 3), ('California State University, Northridge', 2), ('University of Southern California', 2), ('Beverly Hills High School', 2), ('The American University of Paris', 1), ('University of Illinois Urbana-Champaign', 1), ('Icahn School of Medicine ', 1), ('University of Wisconsin-Madison', 1), ('Boston University', 1), ('Santa Monica College', 1)]"
Right,43.75,"['Los Angeles, California', 'Moved in 2001']","[('Los Angeles, California', 7), ('Beverly Hills, California', 5), ('Chicago, Illinois', 1), ('Santa Monica, California', 1), ('Moved in 2019', 1), ('Sherman Oaks', 1)]"
Wrong,75.0,1998,"[('1996', 3), ('1997', 1)]"
Right,92.0,"['Lycée Français de Los Angeles', 'Beverly Hills High School', 'Calabasas High School']","[('Beverly Hills High School', 23), ('Douglas Marshall', 1), ('Horace Mann School', 1)]"
Wrong,53.85,"['Los Angeles, California', 'Frisco, Texas']","[('Beverly Hills, California', 21), ('Los Angeles, California', 11), ('Moved in 2019', 2), ('Chicago, Illinois', 1), ('Jackson, Wyoming', 1), ('Moved in 2015', 1), ('Mexico City, Mexico', 1), ('San Francisco, California', 1)]"
Wrong,7.41,['Sydney Evan'],[]
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 40), ('Milken Community Schools', 3), ('Douglas Marshall', 1), ('BHHS', 1), ('Beverly Vista School', 1), ('El Rodeo School', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1)]"
Wrong,42.67,"['Los Angeles, California']",[]
Wrong,23.19,['Santa Monica College'],[]
Right,71.19,['Beverly Hills High School'],"[('Beverly Hills High School', 42), ('Milken Community Schools', 8), ('El Rodeo School', 2), ('BHHS', 1), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Milken Community School', 1)]"
Right,41.03,"['Beverly Hills, California']",[]
Wrong,17.24,"['Santa Monica College', 'Herman Ostrow School of Dentistry of USC']",[]
Right,86.05,['Beverly Hills High School'],"[('Beverly Hills High School', 37), ('Milken Community Schools', 2), ('El Rodeo School', 1), ('Solebury School', 1), ('Milken Community School', 1), ('Newport Harbor High', 1)]"
Right,50.0,"['Beverly Hills, California']",[]
Wrong,8.7,"['The Krusty Krab', 'NBA']",[]
Right,21.67,['UCLA'],[]
Right,90.0,"['BHHS', 'Beverly Hills High School']","[('Beverly Hills High School', 45), ('Milken Community Schools', 2), ('Horace Mann School', 1), ('El Rodeo School', 1), ('Milken Community School', 1)]"
Right,52.0,"['Beverly Hills, California', 'Los Angeles, California', 'New York, New York']","[('Beverly Hills, California', 39), ('Los Angeles, California', 27), ('Moved in 2019', 2), ('Manhattan, New York', 1), ('Chicago, Illinois', 1), ('Huntington Beach, California', 1), ('Moved in 2017', 1), ('Paris, France', 1), ('Great Neck, New York', 1), ('San Francisco, California', 1)]"
Wrong,29.03,1997,"[('1998', 9), ('1996', 7), ('1994', 4), ('1999', 3), ('1995', 2), ('1990', 2), ('1997', 2), ('1987', 1), ('1978', 1)]"
Wrong,18.03,['Beverly Hills High School'],[]
Right,75.0,['Beverly Hills High School'],[]
Right,43.42,"['Beverly Hills, California']",[]
Wrong,26.92,"['SCI-Arc', 'UCLA School of Arts and Architecture']",[]
Right,34.78,['Milken Community Schools'],"[('Milken Community Schools', 8), ('Beverly Hills High School', 7), ('Milken Community School', 3), ('Solebury School', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Alexander Muss High School in Israel', 1), ('Palisades Charter High School', 1)]"
Wrong,61.9,"['Beverly Hills, California']","[('Los Angeles, California', 13), ('Beverly Hills, California', 4), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Santa Monica, California', 1), ('Paris, France', 1)]"
Wrong,11.76,['County of Los Angeles'],[]
Right,24.14,['UCLA'],[]
Right,82.69,['Beverly Hills High School'],"[('Beverly Hills High School', 43), ('Milken Community Schools', 3), ('BHHS', 1), ('Beverly Vista School', 1), ('Beverly hills high school', 1), ('University of Southern California', 1), ('Sinai Akiba Academy', 1), ('Campbell Hall School', 1)]"
Right,52.0,"['Beverly Hills, California']",[]
Wrong,23.68,1999,"[('1998', 9), ('1997', 8), ('1996', 6), ('1999', 5), ('1994', 4), ('1995', 2), ('1990', 2), ('1978', 1), ('1992', 1)]"
Wrong,19.67,"['Université de Genève', ""King's College London""]",[]
Right,97.22,"['Beverly Hills High School', 'John Burroughs Middle School', ""Bishop Cotton Girls' School"", 'rosewood ave elementary']","[('Beverly Hills High School', 35), ('Brentwood Science Magnet Elementary School', 1)]"
Wrong,45.61,"['London, United Kingdom', 'Austin, Texas', 'Moved in 2015', 'Moved in 2015']",[]
Wrong,50.0,Hinduism,"[('Jewish (religion)', 5), ('Jewish', 2), ('Christians', 1), ('Catholic (church)', 1), ('Other', 1)]"
Wrong,10.0,['Young Knicks'],[]
Wrong,19.64,"['California State University, Northridge', 'Beverly Hills High School']",[]
Right,83.33,"['Douglas Marshall', 'Beverly Hills High School']","[('Beverly Hills High School', 35), ('Calabasas High School', 1), ('Lycée Français de Los Angeles', 1), ('Horace Mann School', 1), ('Venice High School', 1), ('Hawthorne Elementary School', 1), ('Beverly Hills High', 1), ('Solebury School', 1)]"
Right,50.82,"['Beverly Hills, California']",[]
Wrong,33.33,1996,"[('1997', 9), ('1996', 6), ('1998', 3), ('1995', 3), ('1990', 2), ('1994', 2), ('1991', 1), ('1999', 1)]"
Wrong,21.57,"['Columbia Journalism School', 'Georgetown University']",[]
Wrong,44.23,"['New York, New York', 'Los Angeles, California', 'Moved in 2015']",[]
Wrong,66.67,Other,"[('Jewish (religion)', 6), ('have none', 1), ('Jewish', 1), ('Other', 1)]"
Wrong,60.0,Other,"[('Democratic Party', 3), ('viva mexico y calderon tambien', 1), ('Other', 1)]"
Wrong,60.0,['Humboldt State University'],"[('UCLA', 3), ('Loyola Law School', 1), ('UCLA School of Law', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Right,60.0,"['San Diego, California', 'Los Angeles, California']","[('Los Angeles, California', 3), ('Beverly Hills, California', 2)]"
Right,100.0,"['Beverly Hills High School', 'Beverly Hills High']","[('Beverly Hills High School', 4)]"
Wrong,55.56,"['Beverly Hills, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 2), ('Chicago, Illinois', 1), ('Moved in 2019', 1)]"
Wrong,30.0,['Beverly Hills High School'],"[('UCLA', 3), ('University of Southern California', 2), ('Universidad del Cine', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('USC Marshall School of Business', 1), ('Beverly Hills High School', 1)]"
Right,83.33,['Beverly Hills High School'],"[('Beverly Hills High School', 5), ('Milken Community School', 1)]"
Wrong,55.56,"['Beverly Hills, California', 'Paris, France']","[('Los Angeles, California', 5), ('Beverly Hills, California', 3), ('Buenos Aires, Argentina', 1)]"
Wrong,28.57,['UCLA'],"[('University of Southern California', 2), ('University of Virginia', 1), ('USC Marshall School of Business', 1), ('Georgia Tech', 1), ('Beverly Hills High School', 1), ('UCLA', 1)]"
Right,83.33,['Beverly Hills High School'],"[('Beverly Hills High School', 5), ('Milken Community School', 1)]"
Wrong,54.55,"['Beverly Hills, California']","[('Los Angeles, California', 6), ('Beverly Hills, California', 3), ('Moved in 2019', 1), ('San Francisco, California', 1)]"
Right,100.0,Jewish (religion),"[('Jewish (religion)', 2)]"
Wrong,20.0,['UC Berkeley'],"[('University of Southern California', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('USC Marshall School of Business', 1), ('California State University, Northridge', 1), ('UCLA', 1)]"
Right,50.0,['Milken Community Schools'],"[('Milken Community Schools', 2), ('Milken Community School', 1), ('Beverly Hills High School', 1)]"
Right,62.5,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Beverly Hills, California', 1)]"
Wrong,50.0,"['Santa Monica College', 'Beverly Hills high school']","[('UCLA', 3), ('Universidad del Cine', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1)]"
Wrong,100.0,['Walter Reed Middle School'],"[('Beverly Hills High School', 3)]"
Wrong,50.0,['DePaul University'],"[('UCLA', 2), ('Loyola Law School', 1), ('UCLA School of Law', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 2)]"
Wrong,40.0,"['Los Angeles, California']","[('Beverly Hills, California', 2), ('Buenos Aires, Argentina', 1), ('Mexico City, Mexico', 1), ('Los Angeles, California', 1)]"
Wrong,60.0,"['UCLA', 'Northwestern University Feinberg School of Medicine']","[('University of Southern California', 3), ('USC Marshall School of Business', 2)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4)]"
Right,50.0,"['Beverly Hills, California']","[('Beverly Hills, California', 4), ('Los Angeles, California', 3), ('Buenos Aires, Argentina', 1)]"
Wrong,50.0,"['Beverly Hills, California']","[('Los Angeles, California', 2), ('Mexico City, Mexico', 1), ('Beverly Hills, California', 1)]"
Right,33.33,['University of Southern California'],"[('University of Southern California', 3), ('USC Marshall School of Business', 2), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('Indiana University', 1), ('UCLA', 1)]"
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1)]"
Right,75.0,Jewish (religion),"[('Jewish (religion)', 3), ('Jewish', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 5)]"
Right,50.0,"['Los Angeles, California', 'Beverly Hills, California']","[('Beverly Hills, California', 4), ('Los Angeles, California', 3), ('Buenos Aires, Argentina', 1)]"
Wrong,40.0,"['University of Westminster', 'IED Barcelona', 'ESADE']","[('UCLA', 2), ('Universidad del Cine', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1)]"
Wrong,50.0,"['Los Angeles, California', 'Honolulu, Hawaii', 'Moved in 2019', 'Moved in 2015']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2), ('Buenos Aires, Argentina', 1)]"
Right,37.5,['University of Southern California'],"[('University of Southern California', 3), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('USC Marshall School of Business', 1), ('California State University, Northridge', 1)]"
Wrong,33.33,['University of Southern California'],"[('USC Marshall School of Business', 2), ('Indiana University', 1), ('Georgia Tech', 1), ('University of Southern California', 1), ('UCLA', 1)]"
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4), ('Milken Community School', 1)]"
Right,50.0,"['Los Angeles, California', 'Beverly Hills, California']","[('Los Angeles, California', 4), ('Beverly Hills, California', 3), ('Mexico City, Mexico', 1)]"
Wrong,62.5,"['Beverly Hills, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 3)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Right,42.86,"['Beverly Hills, California', 'San Francisco, California']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2), ('Buenos Aires, Argentina', 1), ('Mexico City, Mexico', 1)]"
Right,27.27,['University of Southern California'],"[('University of Southern California', 3), ('The American University of Paris', 1), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('University of Wisconsin-Madison', 1), ('Pepperdine University', 1), ('UC Santa Barbara', 1), ('California State University, Northridge', 1)]"
Wrong,57.14,['Milken Community Schools'],"[('Beverly Hills High School', 4), ('Milken Community Schools', 3)]"
Wrong,46.67,"['Beverly Hills, California']","[('Los Angeles, California', 7), ('Beverly Hills, California', 4), ('Chicago, Illinois', 1), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Moved in 2019', 1)]"
Wrong,66.67,1999,"[('1997', 2), ('1998', 1)]"
Wrong,28.57,"['California State University, Dominguez Hills']","[('UCLA', 2), ('Universidad del Cine', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('USC Marshall School of Business', 1), ('University of Southern California', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Right,42.86,"['Beverly Hills, California']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2), ('Buenos Aires, Argentina', 1), ('Mexico City, Mexico', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 5)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4)]"
Wrong,57.14,"['Beverly Hills, California']","[('Los Angeles, California', 4), ('Beverly Hills, California', 3)]"
Wrong,50.0,"['Los Angeles, California']","[('Beverly Hills, California', 5), ('Los Angeles, California', 4), ('Mexico City, Mexico', 1)]"
Right,20.0,"['USC Viterbi School of Engineering', 'University of Southern California']","[('University of Southern California', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('Pepperdine University', 1), ('Indiana University', 1), ('USC Marshall School of Business', 1), ('UC Santa Barbara', 1), ('California State University, Northridge', 1)]"
Right,50.0,['Milken Community Schools'],"[('Milken Community Schools', 3), ('Beverly Hills High School', 2), ('Milken Community School', 1)]"
Right,55.56,"['Los Angeles, California', 'Beverly Hills, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 2), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Wrong,25.0,['The University of Alabama'],"[('University of Southern California', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('USC Marshall School of Business', 1), ('California State University, Northridge', 1), ('UCLA', 1)]"
Wrong,50.0,"['Beverly Hills, California', 'Cambodia']","[('Los Angeles, California', 4), ('Beverly Hills, California', 2), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1)]"
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1)]"
Right,50.0,"['Beverly Hills, California', 'Los Angeles, California']","[('Los Angeles, California', 4), ('Beverly Hills, California', 3), ('Mexico City, Mexico', 1)]"
Right,40.0,"['Beverly Hills, California', 'Bogotá, Colombia']","[('Beverly Hills, California', 2), ('Buenos Aires, Argentina', 1), ('Mexico City, Mexico', 1), ('Los Angeles, California', 1)]"
Wrong,50.0,['Beverly Hills High School'],"[('Milken Community Schools', 2), ('Milken Community School', 1), ('Beverly Hills High School', 1)]"
Right,60.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1), ('Milken Community Schools', 1)]"
Right,50.0,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 3), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Wrong,40.0,"['Pepperdine Graduate School of Education and Psychology', 'California State University, Northridge']","[('University of Southern California', 2), ('Indiana University', 1), ('USC Marshall School of Business', 1), ('UCLA', 1)]"
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1)]"
Right,60.0,"['Beverly Hills, California']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2)]"
Wrong,66.67,['Beverly Hills High School'],"[('Milken Community Schools', 2), ('Beverly Hills High School', 1)]"
Right,42.86,"['Eugene, Oregon', 'Los Angeles, California']","[('Los Angeles, California', 3), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Moved in 2019', 1), ('San Francisco, California', 1)]"
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4), ('Milken Community School', 1)]"
Right,50.0,['Beverly Hills High School'],"[('Beverly Hills High School', 2), ('Milken Community School', 1), ('Milken Community Schools', 1)]"
Right,57.14,"['Los Angeles, California', 'Beverly Hills, California']","[('Los Angeles, California', 4), ('Beverly Hills, California', 2), ('Mexico City, Mexico', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Right,57.14,"['Houston, Texas', 'Beverly Hills, California']","[('Beverly Hills, California', 4), ('Los Angeles, California', 2), ('Mexico City, Mexico', 1)]"
Right,66.67,Jewish (religion),"[('Jewish (religion)', 2), ('Jewish', 1)]"
Wrong,40.0,"['Emory University School of Nursing', 'San Diego State University']","[('UCLA', 2), ('Universidad del Cine', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Wrong,50.0,"['Atlanta, Georgia', 'Los Angeles, California']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2), ('Buenos Aires, Argentina', 1)]"
Right,20.0,['University of Southern California'],"[('University of Southern California', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('Pepperdine University', 1), ('Indiana University', 1), ('USC Marshall School of Business', 1), ('UC Santa Barbara', 1), ('California State University, Northridge', 1)]"
Right,50.0,['Milken Community Schools'],"[('Milken Community Schools', 3), ('Beverly Hills High School', 2), ('Milken Community School', 1)]"
Right,55.56,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 2), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4), ('Milken Community School', 1)]"
Wrong,50.0,['FIDM'],"[('UCLA', 3), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('Georgia Tech', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3)]"
Wrong,60.0,"['Beverly Hills, California', 'West Covina, California']","[('Los Angeles, California', 3), ('Beverly Hills, California', 2)]"
Right,75.0,['Beverly Hills High School'],"[('Beverly Hills High School', 3), ('Milken Community School', 1)]"
Wrong,66.67,"['UC San Diego', 'Palomar College']","[('UC Santa Cruz', 2), ('UC San Diego', 1)]"
Right,50.0,"['Los Angeles, California', 'El Paso, Texas']","[('Los Angeles, California', 2), ('Moved in 2013', 1), ('Ulan-Ude', 1)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 5)]"
Right,62.5,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 3)]"
Wrong,21.43,['University of Colorado Boulder'],[]
Right,53.85,"['Los Angeles, California']","[('Los Angeles, California', 7), ('Beverly Hills, California', 2), ('Chicago, Illinois', 1), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Moved in 2019', 1)]"
Wrong,18.18,['The University of Texas '],"[('University of Southern California', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('Pepperdine University', 1), ('USC Marshall School of Business', 1), ('UC Santa Barbara', 1), ('California State University, Northridge', 1), ('Beverly Hills High School', 1), ('UCLA', 1)]"
Right,70.0,"['Austin, Texas', 'Los Angeles, California']","[('Los Angeles, California', 7), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Beverly Hills, California', 1)]"
Wrong,44.44,"['Los Angeles, California']","[('Beverly Hills, California', 4), ('Los Angeles, California', 3), ('Moved in 2015', 1), ('New York, New York', 1)]"
Wrong,23.08,['The University of Texas '],"[('University of Southern California', 3), ('UCLA', 2), ('Santa Barbara City College', 1), ('\u200eהמרכז הבינתחומי הרצליה - IDC Herzliya\u200e', 1), ('Milken Community Schools', 1), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('USC Marshall School of Business', 1), ('California State University, Northridge', 1), ('Beverly Hills High School', 1)]"
Wrong,57.14,['Milken Community'],"[('Beverly Hills High School', 4), ('Milken Community Schools', 2), ('Milken Community School', 1)]"
Right,58.33,"['Los Angeles, California']","[('Los Angeles, California', 7), ('Beverly Hills, California', 3), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1)]"
Wrong,36.36,"['Beverly Hills, California']","[('Los Angeles, California', 4), ('Beverly Hills, California', 3), ('Buenos Aires, Argentina', 1), ('Moved in 2015', 1), ('Tel Aviv, Israel', 1), ('Mexico City, Mexico', 1)]"
Wrong,33.33,['UC Berkeley'],"[('UCLA', 3), ('University of Southern California', 2), ('Loyola Law School', 1), ('UCLA School of Law', 1), ('USC Marshall School of Business', 1), ('Beverly Hills High School', 1)]"
Right,80.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4), ('Milken Community School', 1)]"
Right,71.43,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 2)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4)]"
Right,60.0,"['Beverly Hills, California']","[('Beverly Hills, California', 3), ('Los Angeles, California', 2)]"
Right,100.0,['Beverly Hills High School'],"[('Beverly Hills High School', 4)]"
Right,50.0,"['Beverly Hills, California', 'Los Angeles, California', 'Moved in 2012']","[('Los Angeles, California', 4), ('Beverly Hills, California', 2), ('Moved in 2019', 1), ('San Francisco, California', 1)]"
Wrong,100.0,Christians,"[('Jewish (religion)', 2)]"
Right,100.0,"['Beverly Hills High School', 'New Los Angeles Charter School']","[('Beverly Hills High School', 3)]"
Right,38.46,"['Los Angeles, California']","[('Los Angeles, California', 5), ('Beverly Hills, California', 4), ('Frisco, Texas', 1), ('Nesconset, New York', 1), ('Moved in 2019', 1), ('San Francisco, California', 1)]"
